domain,sample_id,question,human_answer,chatgpt_answer,standard_label,review_result,notes
finance,02a2057f-eae4-439b-80d9-ae7906e60a4d,What is KIRCHSTRASSE on my statement bill?,,,ai_generated,,
finance,26e991c4-4bb4-4d4c-a856-2f0c9adf79cd,How can I buy an ETF?,,,ai_generated,,
finance,2ccfa9dc-5a54-4ff1-8e11-603cfe5bb39b,Why don't people generally save more of their income?,,,ai_generated,,
finance,92a0481d-d825-4fae-ae9a-dfa95d46b6c1,Buying non-qualified employee stock options that are going to expire?,,,ai_generated,,
finance,83fbb34c-d7f5-41ae-bb9c-717a21ebbe8d,"How to record business income tax paid, in QuickBooks?",,,human,,
finance,7c49328c-89be-4439-a3ed-146944d53599,Why is a home loan (mortgage) cheaper than gold loan?,,,human,,
finance,bebbd04a-3db8-4ac4-8f68-9e6cdbfa0817,"Company A is buying company B, what happens to the stock?",,,ai_generated,,
finance,93bebcb0-6608-4bd1-8d63-1859a435bc1d,Can I deduct child's charitable deduction from my taxes?,,,ai_generated,,
finance,8a9341b0-2f4b-4edb-9be2-d093567ebf10,Should I make more conservative investments in my company 401(K) if I'm going to leave the job in a couple of years?,,,ai_generated,,
finance,4cc31003-a5ca-48f8-aeb1-74c505e22c00,Rate of change of beta,,,ai_generated,,
finance,974a2ef0-47fe-40fc-a6c0-ed7456e0b8d3,Credit rating in Germany,,,human,,
finance,85c93bca-5aea-4d99-bed8-09fdcaccc8f3,Trading with Settled / Unsettled Funds (T+3),,,ai_generated,,
finance,08ff383a-51a3-47fd-bbac-75d24adca519,"Stocks vs. High-yield Bonds: Risk-Reward, Taxes?",,,ai_generated,,
finance,99f82f11-e9ef-4a4e-a0e5-0cf62593ec18,Tax deductions on empty property,,,ai_generated,,
finance,cf16bfa2-6ccb-4830-afe6-36469ad64707,Car dealer saying that they cannot see any credit information for my co-applicant. Could this be a scam?,,,human,,
finance,46603872-0c65-48a4-a792-2a685f10798b,Does the bid/ask concept exist in dealer markets?,,,ai_generated,,
finance,3628bc85-50ff-4cd8-a166-e7df8bceba15,Does inflation equal more loans?,,,ai_generated,,
finance,6dd18d68-b592-4b40-a804-1d29434d7b05,"I own ASPIRO shares (Jay Z's new company). Now that it is going private, what about my shares?",,,ai_generated,,
finance,20e65abd-2e82-4605-9f61-b12349a35840,S&P is consistently beating inflation?,,,ai_generated,,
finance,fcbb05e5-baa0-4025-ba41-f0479f8b56ab,Why doesn't buy at open get the official open price?,,,human,,
finance,17d892d0-2c55-422b-a696-54579ae8ea5a,Is refinancing my auto loan just to avoid dealing with the lender that issued it a crazy idea?,,,human,,
finance,7d6a9b57-9088-4faf-b488-63d53d84cf90,What are the top “market conditions” to follow?,,,human,,
finance,d8ca93af-dc46-4f7c-8f82-4294aac769f6,"Is it worth investing in Index Fund, Bond Index Fund and Gold at the same time?",,,human,,
finance,04eddf87-c51a-46ab-8661-d8598fbcb328,"How companies choose earnings release dates, & effect on Implied Volatility",,,human,,
finance,cead9720-1c94-4292-a6df-81cc64157d81,How does Google Finance calculate the Institution Owned metric for a stock,,,human,,
finance,bb9d8d0c-65c0-4434-a397-bee86bdb36ee,Does revenue equal gross profit for info product business?,,,ai_generated,,
finance,7211ab16-7f86-4154-8a92-e9b11558a807,Meaning of capital market,,,ai_generated,,
finance,fdb529ca-0375-4556-b288-34149758403d,How to estimate federal and state taxes likely to be due on my side income?,,,human,,
finance,c9fba154-00e8-4575-973f-52bf2958bb87,Idea for getting rich using computers to track stocks,,,ai_generated,,
finance,d5c1e3ba-5f86-4036-93d0-ab722cc123df,How to interpret a big ask size?,,,human,,
finance,b621369f-0ba3-4b0e-87a5-b96d667908db,Make punctual contributions to IRS based on earnings,,,human,,
finance,a033f524-1d65-4ac4-9862-94522a9fdcb4,Sage Instant Accounts or Quickbooks?,,,human,,
finance,aa3bce8c-20e5-42ee-9cfc-67fd9b45add7,Can I transfer my West Australian rock lobster quota units into my SMSF?,,,human,,
finance,5eab2ad2-7949-4dbc-b705-9ed8c70affd8,Replacement for mint.com with a public API?,,,ai_generated,,
finance,15aa7d8e-94b1-488b-ba59-75b3d4d71d97,Can my employer limit my maximum 401k contribution amount (below the IRS limit)?,,,human,,
finance,343f9d56-287c-4365-8474-c00e49f8086d,"If I exercise underwater ISOs, can I claim a loss?",,,ai_generated,,
finance,2f78c22a-79da-486f-acbf-c5ae5a394523,"As an employee, when is it inappropriate to request to see your young/startup company's financial statements?",,,ai_generated,,
finance,71e2f127-fcbd-45ce-a490-94989f613884,How accurate is Implied Volatility in predicting future moves?,,,human,,
finance,c64cb278-f114-47f2-9b0e-b39eee12c8c2,Do I need to file taxes jointly with my girlfriend if we live together?,,,ai_generated,,
finance,62471049-0037-498f-abd4-6df5b854c01b,How to donate to charity that will make a difference?,,,human,,
finance,9fa65be9-a06e-4132-bf5f-3a9ced73f6ad,Snowball debt or pay off a large amount?,,,human,,
finance,b1f8557e-2c39-4344-86ec-6d72fd9f05d7,Are there any benefits of FMLA beyond preserving your job?,,,human,,
finance,10d07904-a951-45d0-be46-e0eb57b6d0d2,Can I invest in the London stock market when resident on a visa?,,,ai_generated,,
finance,3a684a5a-3c4c-4cb0-ae79-90d29c69225a,In what circumstances will a bank waive the annual credit card fee?,,,human,,
finance,139362d3-a0cf-4201-9cc3-65d3051e187d,Tax implications of diversification,,,human,,
finance,b67894ad-b9c9-4ab5-bb34-d9a67f7a86ce,How can someone invest in areas that require you to be an accredited investor [without qualifying as an accredited investor]?,,,human,,
finance,9a2c0a9f-b0b9-4c50-9d64-27b34153484e,Is this the right formula to use implied volatility to gauge probability of a stock being within a certain range?,,,ai_generated,,
finance,dc80bd99-a1a4-45e9-be66-ac05d61cd5ab,Do post-IPO 'insider' stock lockup periods still apply if you separate from the company,,,human,,
finance,3a075726-177a-4387-8503-6104675b855d,"Single investment across multiple accounts… good, bad, indifferent?",,,human,,
finance,c127123c-fd3e-4364-abea-10ee86a04683,How does a lender compute equity requirement for PMI?,,,ai_generated,,
finance,8151aecf-91e7-4148-86f4-6c03a85ae1b5,What are the basics of apartment rental finances?,,,ai_generated,,
finance,96221130-dd82-4d92-b170-fecbd174f8bc,Using multiple bank accounts,,,human,,
finance,58637b8a-923e-4e1b-9ace-05cb183a27f8,Questioning my Realtor,,,human,,
finance,72c8428b-6df4-4374-8a32-1c7f1bfc26c8,Debit cards as bad as credit cards?,,,human,,
finance,64667b62-bd90-4faf-8cee-2a73900198d5,Is it a gift or not?,,,human,,
finance,1cad15a9-d137-4c90-b65f-9d985e826317,Does FHA goes hand in hand with PMI ?,,,ai_generated,,
finance,71b34dfd-ffc0-4a5e-9756-4ce8b0e5e0fe,What are some examples of unsecured loans,,,ai_generated,,
finance,28dd20ee-a413-4225-9047-74e4a12ba1e0,Which account type to use for claimable expense I pay upfront for my employer?,,,ai_generated,,
finance,d17a6acf-7e53-43ae-8183-77979c739460,Why should a company go public?,,,human,,
finance,dfb0663e-b6b2-4837-9a06-d645e2c580cf,Can I use losses from sale of stock to offset capital gains from sale of property,,,ai_generated,,
finance,cd025a97-9b63-47c8-8f0f-3ba45943dcf9,Can expense ratios on investment options in a 401(k) plan contain part of the overall 401(k) plan fees?,,,human,,
finance,ec55c113-927c-4dd6-92f3-03c6c91b5fd2,New business owner - How do taxes work for the business vs individual?,,,human,,
finance,bdf6946d-8875-4c4d-94c7-ff07f7df333c,Recovering over-contribution to Social Security between two employers?,,,ai_generated,,
finance,bf638617-fd2f-4e23-a5f3-e1b844b59c58,Trader Fostering Program on Futures Day Trading,,,human,,
finance,123eeb54-fa1f-4378-a016-c4ee095f7e51,World Indexes - Variance between representation of a country's stocks and the country's proportion of world GDP,,,ai_generated,,
finance,28f4922f-7563-4fe6-a83a-44c7c4f417b9,"If a country can just print money, is global debt between countries real?",,,ai_generated,,
finance,973cd921-7feb-46d3-9367-319e58f17084,H&R Block says form 1120 not finalized? IRS won't take it yet?,,,ai_generated,,
finance,70a25544-3ac5-4fe1-aeba-c8716749eedd,Advice on what to do with my equity?,,,ai_generated,,
finance,6f457954-e022-49ea-a5c4-1c24065c104b,Online tutorials for calculating DCF (Discounted Cash Flow)?,,,ai_generated,,
finance,b1a6f04f-500f-49f3-b97c-5f978e8b95c3,How will going from 75% Credit Utilization to 0% Credit Utilization affect my credit score?,,,ai_generated,,
finance,b45eb257-47eb-4359-9b81-e773790853d7,Mortgage company withholding insurance proceeds,,,human,,
finance,fed500e3-c81f-4e27-8520-20fd366ff8ae,"When the market price for a stock is below a tender offer's price, is it free money (riskless) to buy shares & tender them?",,,ai_generated,,
finance,e71e7a0d-a707-481a-be77-e95298eb3fa9,250k USD in savings. What's next?,,,ai_generated,,
finance,84a09c00-34c0-44dc-b3dd-a7c5fa667c33,Can extra mortgage payments be made to lower the monthly payment amount?,,,ai_generated,,
finance,232abd2f-3310-4bf1-aab3-ab00656590ec,Specifically when do options expire?,,,ai_generated,,
finance,7684eacc-ea12-464c-af14-6560e56257bb,Can another tax loss be used to offset capital gains taxes? How does it work?,,,human,,
finance,15b7ab16-2b9c-45d8-a150-ec6b2bf62c31,What Happens To Stocks During Hyperinflation,,,human,,
finance,1949652c-d9ae-48a9-94ff-c36a76149877,Does Degiro charge per order or per transaction?,,,human,,
finance,21a4bfe1-3b0b-4cac-a02a-dbcb7b9a297d,Higher returns from international markets?,,,human,,
finance,a2424034-47f8-4135-b5e3-c28588480272,How do I hedge properly against inflation and other currency risks?,,,ai_generated,,
finance,431d82dc-55f4-4afc-a585-a5b6fdd86dae,Ways to avoid being labeled a pattern day trader,,,human,,
finance,5f1fd883-1c50-4b40-9258-ea1c6dd90725,"Should I sell a 2nd home, or rent it out?",,,ai_generated,,
finance,63b43d7d-248d-4fa9-8826-40137eb09cd8,Should I have more than one brokerage account?,,,human,,
finance,0e1695fc-7c36-4c27-af7d-f2070b867c91,"Trustable, official sources on holdings, purchases and sales by finance academics/professionals?",,,human,,
finance,7ce5458e-3a19-4581-bf45-84698a2f47d7,Is losing money in my 401K normal?,,,human,,
finance,19af3d9e-4943-4dd8-a486-26b5ebe04f10,Stocks and Bankruptcy,,,ai_generated,,
finance,47f71651-9646-44ad-a12b-0097e5162797,For young (lower-mid class) investors what percentage should be in individual stocks?,,,ai_generated,,
finance,8292a530-2aff-4db9-9e96-d5b72543dc42,Can landlord/property change unit after approval and payment of fees?,,,human,,
finance,50464613-eabc-48c4-82b3-bfd212c7328d,"When applying for a mortgage, can it also cover outstanding debts?",,,human,,
finance,e134a3c4-a8c2-4fac-90fe-7554c794e97c,Getting live data from Yahoo! Finance for the National Stock Exchange of India (NSE)?,,,ai_generated,,
finance,7f5e5a82-39c3-4e68-a2e0-6946e647d797,Are there any catches with interest from banks?  Is this interest “too good to be true”?,,,ai_generated,,
finance,7d702d81-81b3-4f5c-b7c4-5433c210734d,Market makers role,,,human,,
finance,1dd0499a-6020-40cf-aa59-b73703884896,What's the average rate of return for some of the most mainstream index funds?,,,ai_generated,,
finance,3297923b-4613-419e-8a30-423634b51345,Assessing the value of an ETF,,,human,,
finance,40449e36-fe55-4f1e-b794-5ab8ddb57921,Is housing provided by a university as employer reported on 1040?,,,ai_generated,,
finance,98bc12d4-0ac2-4213-8531-4fe7b49000e2,"GnuCash, how do I book loan from credit card, being paid back with salary? [duplicate]",,,human,,
finance,7fd6a7cd-176e-4ef3-ad76-c1b38f03a6a2,Will I get taxed on withdrawals from Real Cash Economy games?,,,ai_generated,,
finance,d029d64e-1fa1-4a35-9265-e69297b937fd,Financing Education through Credit Card or Student Loans,,,ai_generated,,
finance,6e13df0a-111c-41c6-963d-75d22e003ec6,A little advice please…car loan related,,,human,,
finance,c2c973c0-7036-4190-a25b-b7b8d1aa7fe4,Simple income and expense report in gnucash,,,ai_generated,,
finance,0c220dc8-5ce4-4acd-bff0-4cc7e2c742e6,Stock options value,,,ai_generated,,
finance,7fabc806-4458-4ce3-bc03-34c53d398465,Foreign national currently working in U.S. & investing in 401(k) plan: How will taxes apply?,,,ai_generated,,
finance,9140a6e0-d2c5-44e2-88bf-d16011b57d41,How do I figure out if I will owe taxes,,,human,,
finance,f5660bba-aed9-420f-9c23-c911bda9021c,Any other options for cash-out/construction loans?,,,human,,
finance,c59212d5-7cbc-48da-bcf3-7b692bf167d8,"I file 83(b) election, but did't include a copy of it in that year’s tax return",,,ai_generated,,
finance,67bf6db9-ecce-4d7d-a063-f07b0183c901,What should we consider when withdrawing a large amount of money from a bank account?,,,ai_generated,,
finance,93e975ba-3091-4451-b5d0-af42482d5a4b,Does dollar cost averaging apply when moving investments between fund families?,,,human,,
finance,c3b43dae-3713-430d-9b47-c8f73a7f251a,Where I can find S&P 500 stock data history?,,,human,,
finance,436472d7-9793-4af9-9972-fcf19aefcc4b,"Is it better to pay an insurance deductible, or get an upgrade?",,,human,,
finance,bea554c8-3fc5-4831-ac03-5dbd559a50f6,What happens when they run out of letters?,,,ai_generated,,
finance,c7ae3c17-eebe-455a-81f7-4b81593922a4,(Legitimate & respectable) strategies to generate “passive income” on the Internet?,,,ai_generated,,
finance,988685c9-2f48-4162-b2fc-971f2411c8c3,ACH debit blocks/filters on consumer account,,,ai_generated,,
finance,c42addba-c531-484d-a45d-6cfa00364b60,Trading large volumes with penny profits per share,,,human,,
finance,908a4b61-9e88-41e3-978b-78bcb89d56ee,What is most time-efficient way to track portfolio asset allocation?,,,ai_generated,,
finance,77210789-a0fe-4d38-8f1f-32b7100fec02,Different ways of looking at P/E Ratio vs EPS,,,human,,
finance,e1e93395-0548-4b27-9b6c-f285d60b2186,How to find out if I have a savings account already?,,,ai_generated,,
finance,4ea16ea2-57e1-4919-99cc-15c03864d9eb,What is approximate tax deduction for this scenario?,,,human,,
finance,4036e9ab-49f5-47aa-87af-29301ee316a9,Automate Savings by Percentage on varying paychecks?,,,human,,
finance,77894fad-7561-4ff6-b145-b4b0ebed9c4c,Overseas Foreign Earned Income; Can I take the Home Office Deduction for a home office based outside the United States?,,,human,,
finance,7f5a75ab-d3f9-49e2-8061-fdb803d997e3,How do wire transfers get settled?,,,human,,
finance,7c19929f-5ca3-4751-8db6-224f9375b06b,What resources can I use to try and find out the name of the manager for a given fund?,,,ai_generated,,
finance,b69243f2-5cf9-447b-96ed-8901939b91a0,"Are reimbursements from company taxable,and do I need to deduct them?",,,ai_generated,,
finance,c8c0db17-d7f1-4a1b-bebd-9725ba1fb578,"Are TD e-Series Funds worthwhile, or am I better off with ETFs? Why or why not?",,,human,,
finance,c3839a7c-c6fc-457c-bf0c-4fcb3969b056,Understanding company income statements: What is a good profit margin that would make it worthwhile to invest?,,,ai_generated,,
finance,1bda3462-a0d2-4a21-a4e9-1312e1576e75,How is yahoo finance P/E Ratio TTM calculated?,,,ai_generated,,
finance,e6611177-e731-40f3-8588-0be6d178d54b,"Giving kids annual tax free gift of $28,000",,,human,,
finance,54e59793-68a7-4aef-9b6c-0da540c88c2d,First time home buyer. How to negotiate price?,,,ai_generated,,
finance,b51c94b5-aa8d-4880-ae8e-ea6540582dc1,What is the best cross-platform GPL personal finance tool available?,,,ai_generated,,
finance,27c440b1-eb74-46f3-94a8-a7405074010f,Uncashed paycheck 13 years old,,,ai_generated,,
finance,5bc69948-25c7-4988-a76c-38e3897468dd,Fund or ETF that simulates the investment goals of an options “straddle” strategy?,,,ai_generated,,
finance,b3b4ab5d-f7e0-41d8-ae99-e93fa0e9e8c4,Do companies only pay dividends if they are in profit?,,,human,,
finance,bfc5de75-9f4b-485c-b31a-a9a5dbc8a123,How to determine contractor hourly rate and employee salary equivalents?,,,human,,
finance,ad505a90-05ab-4744-88ec-d67216bed0ed,Do financial advisors get better deals on mortgages?,,,human,,
finance,5fc7794d-b2d3-4a6e-b66a-ab704011eb87,Are stock index fund likely to keep being a reliable long-term investment option?,,,human,,
finance,12d43737-94ee-40b2-9ffc-7f7439b76552,End of financial year: closing transactions,,,human,,
finance,a255eb80-c9a9-4303-a223-801ed60d2d8a,incorrect printed information on check stock,,,ai_generated,,
finance,cbaec363-c082-4d5b-9e15-91c668c66d3f,Reasons behind a large price movement of a penny stock without any recent news releases?,,,human,,
finance,9c5bd417-5f21-4430-b5ad-23093684c372,Should I be claiming more than 1 exemption?,,,ai_generated,,
finance,6d02748d-f312-4006-a59c-2a42b315ab8a,What is “financial literacy” and how does one become “financially literate”?,,,human,,
finance,9fcb1b63-3f82-4e34-9fbe-cefcdb03d3bc,Tax Efficiency with Index Investing,,,human,,
finance,95576545-9aaa-4af2-9a2f-f4fc73a01332,Where should I be investing my money?,,,human,,
finance,3ea64777-839f-41fb-8caf-2bb01c248b9c,"New vending route business, not sure how to determine taxes",,,ai_generated,,
finance,560f2f7c-838d-4267-a8db-048564dd021a,How does high frequency trading work if money isn't available for 2-3 days after selling?,,,ai_generated,,
finance,33ab208a-bcdc-4585-94bf-a1f98fb7943d,"As a Canadian, what should I invest in if I'm betting that the Canadian real estate will crash?",,,ai_generated,,
finance,97b15640-cb1c-4ad8-b546-b9a3e153cb80,Technical Analysis: the concepts of overbought / oversold don't make sense,,,ai_generated,,
finance,8676cd06-a594-428f-9812-8c6aa1ddf71e,How can I cash in a small number of delisted US shares? TLAB,,,ai_generated,,
finance,0ce0ea72-0444-4404-a0b8-728ce0a71d4f,Current accounts reward schemes and reciprocal standing orders?,,,human,,
finance,91a6785c-31ba-4bb5-b9c3-59ecf9a1f4ee,Do I need to pay taxes in India?,,,ai_generated,,
finance,285035c7-5818-4d44-a297-1b1730d9e1db,183 day rule in conjunction with expatriate,,,human,,
finance,d6050d0f-be0a-4562-9124-731bf8d8848a,How to deal with intraday prices conflicting with EOD highs and lows,,,ai_generated,,
finance,11d4d56d-05fd-4b8e-b886-4dbe255d3bb8,Search index futures in Yahoo Finance or Google Finance,,,human,,
finance,ca7a773f-c0f8-405b-b924-7e8a040ab150,Why should I trust investment banks' ratings?,,,ai_generated,,
finance,8e9dfc8f-cb01-403b-bcc8-f91b94618595,Google market cap,,,ai_generated,,
finance,926fcfea-5405-423f-80cc-87864c93d513,"Free, web-based finance tracking with tag/label support?",,,human,,
finance,511f7123-c2be-4108-bc0a-d2a956296bf3,S&P reports: number of shareholders?,,,ai_generated,,
finance,f5844205-e584-434b-8a6f-889ab4f23b61,1 EIN doing business under multiple business names,,,human,,
finance,bdb101e3-2cb8-47ff-ad4d-d85245dffa10,How to diversify IRA portfolio given fund minimum investments and IRA contribution limits?,,,ai_generated,,
finance,d97049f3-1102-4ed5-8c50-7ba677910b8e,Difference between 'split and redemption' of shares and dividend,,,human,,
finance,4e43d81b-34df-4681-b5b5-ecbdb1b4d6ff,Should I participate in a 401k if there is no company match?,,,human,,
finance,2cddc0f8-34c4-44b9-b99d-b8d96f658b5f,Precious metal trading a couple questions,,,ai_generated,,
finance,a6157456-0af5-4b28-a5bd-5df2d3601c4d,UK: How to *leave* self select stock and shares ISA (without selling the shares)?,,,human,,
finance,cdc6ba1b-2be4-4d4f-80c9-62d6bf29c548,Starter Enterprising Investor,,,ai_generated,,
finance,d956cd09-5d34-4a57-98ed-b3acc4830029,"I'm a UK citizen, can I use US stockbrokers?",,,human,,
finance,f440f758-82ad-4b7c-b222-fb6c9897bdb0,Taxation of shares,,,ai_generated,,
finance,0828628c-17fe-4ce1-84a1-92b824c55058,"If a country can just print money, is global debt between countries real?",,,human,,
medicine,3ed473e8-7541-48dd-8164-ee7658e64515,What is Topiramate prescribed for?My husband is bi polar and being treated with Topiramate (topomax) I read that this is an anti-seizure medication or one used for migraines. Is this a common med pres,,,human,,
medicine,8f65623d-c472-4eef-90bc-472d6314cb19,"I have walking problem, how can I rectify this ?When I am walking I have confident less walk, i am fearing, this problem with me for the past 6 months. I am having stage fear . how can i rectify this.",,,ai_generated,,
medicine,2e268761-09b7-475c-9e8c-a5058646293c,Is deanxit causing bad sweating and flashes?Hi my mom has been taking deanxit for 7 years now. It was mostly.for her tension headaches and body aches. We were recently told that it is banned in severa,,,ai_generated,,
medicine,673c7feb-86ec-4740-b091-abb0187d320f,What causes recurring dryness and itchiness on the tip of penis?I have a reaucuring situation where the skin on the tip of my penis gets dry and kinda itchy I try not to scratch it and it ends up look,,,ai_generated,,
medicine,48831c74-ad4a-454a-867c-96fc101a5b5e,Suggest treatment for high SGPT and SGOT levelsMy brother is under treatment in hospital for Dengu.His blood platlattes came to normal from 36000 to 148000 during this treatment.But his SGPT & SGOT le,,,ai_generated,,
medicine,fd25980d-38b6-44b3-9e22-77df20fae3c3,"Suggest medication to control hair fall and dandruffHello Sir,I am Mina from Hyderabad, I work in an MNC and got very hectic schedule every day. Due to stress I am facing heavy hair fall compared to e",,,ai_generated,,
medicine,8e79ffab-936a-44e4-ac6f-583e0529a954,"Suggest remedy for seizures due to stressMy daughter is 27 years old and has had 10 seizures since March 2014. Testing has been done, no physical reason for the seizures. However, she has been experie",,,human,,
medicine,94e218c9-eee7-46e4-88c7-8d2a8ebe689c,"Would celtic salt be better than pink himalayan for papillary thyroid cancer?YES,,,THANKU DOCTOR,,,,I AM A MESOTHELIOMA SURVIOR,,,AND HAVE HAD VERY GOOD RESULTS FROM PINK SEA SALT,,,BUT IVE RECENTLY B",,,ai_generated,,
medicine,ff7d2b8b-1ed0-4f2c-8859-daf9af99423c,"Rash on inner thighs, spreading, inflamed in spots. Applying cream, otherwise dry and itchyI have a rash like thing on my inner thighs that started on both sides in the creases. It has now spreaded ar",,,human,,
medicine,cc827176-fdd3-4df4-9a25-bf53021dcce3,"What is this lump above my adams apple ?Hi my name is Kyle charley the age of 17.Now I was wondering if i could have cancer ,there is a lump above my adams apple and it was notice by my girlfriend, i ",,,human,,
medicine,83ed8a7d-0d67-43df-b421-b1dc4a0fa405,"What causes cough and bad taste in mouth?recently (the last week) i have developed a cough, it didn't start out bad but the last 2 days i have been getting a bad taste in my mouth (metalic) but no muc",,,ai_generated,,
medicine,e0914051-82bd-4fe5-9087-1a6d8b0d04ab,"Are there any natural medication to reduce sugar levels?sugan level is fasting 118 and post meal 145 with by acucheck glco meater ( after taking no sweets like tea, icecream, mithai etc, except season",,,human,,
medicine,bd1e2190-2dad-4741-8e77-981a5733bd6f,"How to treat a rectal bleeding along with swell and pain?My 22 year old daughter went to the er last month with rectal bleeding, they released her with recommendation to have a colonoscopy which she d",,,ai_generated,,
medicine,7ffe1684-50c6-40af-9dff-114e7a0a0988,"Suggest treatment for urine infection and hole in heart of a childMy 10 years old daughter suffering urine infection,fever, digestion, & back pain problem and also from birth she has 3mm hole in heart",,,human,,
medicine,a1669481-2122-431c-826e-f5a9a06ea721,"What could sudden paleness in an asthmatic and autistic child indicate?Last Thursday, 5/1ST I noticed that my daughter was unusually pale. and the color of her lips are also pale. She is asthmatic and",,,ai_generated,,
medicine,5ba91387-cd33-4ada-bbda-75c2be4df381,"Will i face any problem during pregnancy if i am diabetic?Iam 34 yr lady having a child of 5 year.Iam diabetic mellitas , takes no medicine only food control .My first pregnancy period full with insul",,,ai_generated,,
medicine,41de9238-cf0b-4ca4-ba83-cf812c012f15,"What causes a lump on my jaw line?i, may I answer your health queries right now ? Please type your query here...okay so I felt a little ball on my jaw line a little higher like in my cheeks but not in",,,human,,
medicine,a3454185-cf95-47b9-954c-ba217f563369,What does swollen lymph nodes in armpit suggest?I am a 25 year old female who often has slightly swollen and tender-to-touch lymph nodes in my armpit.  Is this something that I should be concerned abo,,,ai_generated,,
medicine,ae8a5cd7-6a36-4c77-a628-dc7373c48ede,"My baby has developed few Pimples on her cheeks, please suggest some remediesi have a 40 days baby and she is develop few pimples on her cheeks(face) what shld i apply? and doctor she has lot og hair ",,,human,,
medicine,3195cfab-e1e4-4afd-80e3-6218d7abce0b,"What causes toothache after a root canal treatment?I had a root canal about 5 years ago, not exactly sure. I've been having a toothache there lately but its not severe like it was when the tooth was i",,,ai_generated,,
medicine,b95861a4-79fa-4ca5-972a-a204e615b508,"Is it normal for the pain to increase after having Cortisone injection?My doctor injected cortozone into my ribcage under my left brest for cronic pain I ve had for over a year, I ve got them in the i",,,ai_generated,,
medicine,ef82a3a5-0d2b-4447-b107-6c0cdccce658,"Sore throat after having wisdom tooth removed. What are the hard bumps on soft palate?Hi,I have two hard bumps on my soft palate that are symmetrical to each other they are to the side and a little fu",,,human,,
medicine,a71f2abd-3e07-4723-aa20-14ac980b5574,What causes burning sensation in the vagina along with brown and white discharge?Having burning sensation in vaginal area Doc did test some test after taking some fluid from vagina gave metro gel vagi,,,human,,
medicine,51180442-b8ec-4753-82b2-77f6c998e736,"Suffering from fatty liver, highs triglycerides. Taking Rosav and Liv tablets. Suggest diet?I am sufferring from fatty liver,highs triglycerides. .tell me d rite healthy diet so I can cure these thing",,,human,,
medicine,dec7f657-9bdf-4447-b79d-9be8cb3db7fc,"Are BP of 119/65 and pulse of 35 causes for concern?Yesterday I was very dizzy, short of breath, heart rate around 35,BP 119/65. I am 51,female, overweight and have RA and Fibermyalgia. Do you know wh",,,ai_generated,,
medicine,a75c57b4-8264-4967-b913-77341499c1e8,What causes difficulty in conceiving?I have married in 2 year.my age 25 husbannd age 27 i have trying to a conceive .i have take pfofrt f tablet for 3 month.but not conceive.i have already checked my ,,,ai_generated,,
medicine,a111508c-7c6a-4833-a7d7-02bad9d797ce,"Experiencing chest pain after the intake of medicinesI've just been put on Mentolukast for asthma and allergies, I've been on it since Tuesday and I keep experiencing chest pain and feeling like I'm c",,,human,,
medicine,db548594-4d61-4f08-89c3-66600183a17c,What cause itchy rashes all over the body to year old baby?my daughter is a year and half has a rash all over her body some of the rash have white heads on them also there are blisters between her toe,,,human,,
medicine,8b4ccfd7-4b8d-4b65-9f40-e782392825be,"Suggest treatment for inflamed lymph node on neckhi my 2 year old son has had a inflammed lypmh node on his neck for about a year now, there is a couple more the last couple weeks maybe 3 total they a",,,human,,
medicine,76372382-1cca-416c-a179-ac1ec892e352,"A hard lump is growing on my head and my memory is becoming short since the lump startedI have a friend that concerned me about a hard lump growing on his head that he said isn t painful, but keeps gr",,,ai_generated,,
medicine,d9afd17a-dc06-4023-8ee7-980af3521387,"Is infant cereal enough for a 2 year old?Is this correct or cerelac is enough for her, please advice Hi, My 2 year old child is eating only cerelac -baby food. she is not at all taking rice ,fruits ..",,,ai_generated,,
medicine,6f407a59-cf07-4020-8259-7f46836932d6,"Sore spot on the back of tongue, teeth filed down. Biopsy recommended. Cancer?I have been asked to research circumvallate papillae. My friend has a sore spot on the back of the tongue. He had his teet",,,human,,
medicine,51d5baba-5442-4d03-9c8d-07a5e0231634,"Q. Why does the butt skin and the area between the thighs in private part becomes dark?Hello doctor,I have an issue related to my skin, and my skin got dark between my thighs in the private part, and ",,,human,,
medicine,a1449cbf-2b43-4bcd-9623-bc424cbaf758,"Q. I have a pain on the inside of my calf muscle after playing a sport. What do I do?Hi doctor,I think I have a posterior tibial stress fracture. I am a long-distance runner. I play many sports but af",,,human,,
medicine,ad8e225c-87a4-4e67-bbdb-68f21c693f4f,What course of treatment should be done for multiple myeloma and bone metastases?my husband has been diagnosed with multiple myeloma and bone metastases. Aventyl and Ketoralac are making him extremely,,,human,,
medicine,783a6d18-3610-42d3-a9bc-35e988ea66c1,What is the cause of lump on upper posterior neck?I have a small lump @ upper posterior neck (base of skull)/ left side that has been there for 2 days. I have experiencing dizzy spells for 2 weeks. I ,,,human,,
medicine,fdf156c6-d158-4fe2-8d73-6ab9772e07df,"Q. Does excruciating back pain in a 37-week pregnant woman mean labor?Hello doctor,I am 37 weeks pregnant and I have been having excruciating back pain since last night. It does not seem to go away no",,,human,,
medicine,2bbf3ed7-5e18-40e2-852e-a4ad37c5af1a,"Suggest ways to reduce ASO level in bloodHi,My husbands age is 35 and his ASO level is 400 units. He is often getting leg cramps and back pain due to sacrolitis. Doctor suggested that ASO level is hig",,,ai_generated,,
